id,year,bbl,organization_name,dbn,short_dbn,project_title,project_type,organization_address,requested_amt,requested_amt_c,funding,funding_c,lat,lng,CounDist,BoroCD
1037,2019,1007410010,N.Y.C. Lab School for Collaborative Studies,02M412,M412,Technology Upgrades,Public School,"333 W. 17th Street New York, NY 10001",,,"$100,000",100000,40.74257,-74.00204,3,104
1314,2020,1007410010,N.Y.C. Lab School for Collaborative Studies,02M412,M412,Technology Upgrade,Public School,"333 West 17th Street, 3rd floor, NY, NY 10011",,,"$150,000",150000,40.74257,-74.00204,3,104
769,2018,1007410010,New York City Lab Middle School for Collaborative,02M312,M312,Computer Lab,Public School,"333 West 17th Street,  New York, NY, 10011",,,200000,200000,40.74213,-74.0022,3,104
1067,2019,1007410010,NYC Museum School,02M414,M414,Technology Upgrades,Public School,"333 West 17th Street New York, NY 10011",,,"$100,000",100000,40.74257,-74.00204,3,104
1333,2020,1007410010,NYC Museum School,02M414,M414,Technology Upgrade,Public School,"333 West 17th Street New York, NY 10011",,,"$50,000",50000,40.74257,-74.00204,3,104
86,2014,1007410010,O. Henry Campus,02M312 / 02M412 / 02M414,M312 / M412 / M414,Renovation of School Auditorium,Public School,333 West 17th Street,"* 400,000.00",400000,200000,200000,40.74213,-74.0022,3,104
356,2016,1007410010,O. Henry Campus,02M312 / 02M412 / 02M414,M312 / M412 / M414,Locker rooms Renovations,Public School,"333 West 17 Street New York, NY 10011",,,50000,50000,40.74213,-74.0022,3,104
1073,2019,1007410010,O. Henry Campus,02M312 / 02M412 / 02M414,M312 / M412 / M414,Library Upgrade,Public School,"333 West 17 Street New York, NY 10011",,,"$100,000",100000,40.74257,-74.00204,3,104
921,2019,1007420007,Bayard Rustin Educational Complex,02M440,M440,Technology Upgrades/Library,Public School,"351 W. 18th Street New York, NY 10011",,,"$100,000",100000,40.74342,-74.00255,3,104
990,2019,1007420007,Hudson High School of Learning Technologies,02M437,M437,Technology Upgrades,Public School,"351 W. 18th Street New York, NY 10011",,,"$100,000",100000,40.74342,-74.00255,3,104
502,2017,1007420007,Landmark High School,02M419,M419,Classroom Technology Upgrade,Public School,351 West 18th Street,,,100000,100000,40.74287,-74.00214,3,104
736,2018,1007420007,Landmark High School,02M419,M419,Classroom Technology Upgrades,Public School,"351 W. 18th
Street, New York, NY 10011",,,80000,80000,40.74287,-74.00214,3,104
1012,2019,1007420007,Landmark High School,02M419,M419,Technology Upgrades,Public School,"351 W. 18th Street
New York 10011",,,"$100,000",100000,40.74342,-74.00255,3,104
1287,2020,1007420007,Landmark High School,02M419,M419,Technology Upgrade,Public School,"351 West 18th Street 
New York, NY 10011",,,"$75,000",75000,40.74342,-74.00255,3,104
515,2017,1007420007,Manhattan Business Academy,02M392,M392,Classroom Technology Upgrade,Public School,351 West 18th Street,,,100000,100000,40.74287,-74.00214,3,104
118,2014,1007420007,Quest to Learn School,02M422,M422,Rolling Carts of Macbook Pros and Smartboards Project,Public School,"351 West 18th Street, 4th Fl.","* 228,814.00",228814,200000,200000,40.74287,-74.00214,3,104
401,2016,1007420007,Quest to Learn School,02M422,M422,Technology Upgrades,Public School,"351 W 18th St, New York, NY 10011",,,100000,100000,40.74287,-74.00214,3,104
596,2017,1007420007,Quest to Learn School,02M422,M422,Classroom Technology Upgrade,Public School,351 West 18th Street,,,100000,100000,40.74287,-74.00214,3,104
842,2018,1007420007,Quest to Learn School,02M422,M422,Classroom Technology Upgrade,Public School,"351 W 18th Street, New York, NY 10011",,,80000,80000,40.74287,-74.00214,3,104
1135,2019,1007420007,Quest to Learn School,02M422,M422,Technology Upgrades,Public School,"351 W. 18th Street New York, NY 10011",,,"$100,000",100000,40.74342,-74.00255,3,104
1403,2020,1007420007,Quest to Learn School,02M422,M422,Technology Upgrade,Public School,"351 W 18th Street 
New York, NY 10011",,,"$75,000",75000,40.74342,-74.00255,3,104
435,2016,1007420007,The James Baldwin School: A School for Expeditionary Learning,02M313,M313,Laptop Cart,Public School,"351 W 18th St, Manhattan, NY 10011",,,100000,100000,40.74287,-74.00214,3,104
878,2018,1007420007,The James Baldwin School: A School for Expeditionary Learning,02M313,M313,Classroom Technology Upgrades,Public School,"351 West 18th Street, New York, NY 10011",,,100000,100000,40.74287,-74.00214,3,104
1175,2019,1007420007,The James Baldwin School: A School for Expeditionary Learning,02M313,M313,Technology Upgrades,Public School,"351 W. 18th Street New York, NY 10011",,,"$100,000",100000,40.74342,-74.00255,3,104
1430,2020,1007420007,The James Baldwin School: A School for Expeditionary Learning,02M313,M313,Technology Upgrade,Public School,"351 West 18th Street 3rd Floor New York, NY 10011",,,"$75,000",75000,40.74342,-74.00255,3,104
1005,2019,1007420039,"Joyce Theater Foundation, Inc.",,,Joyce Theater Sound System,Cultural Organization,"175 Eighth Avenue New York, NY 10011",,,"$40,000",40000,40.74282,-74.00071,3,104
1006,2019,1007420039,"Joyce Theater Foundation, Inc.",,,Joyce Theater Sound System,Cultural Organization,"175 Eighth Avenue New York, NY 10011",,,"$40,000",40000,40.74282,-74.00071,3,104
1007,2019,1007420039,"Joyce Theater Foundation, Inc.",,,,Cultural Organization,"175 Eighth Avenue New York, NY 10011",,,$0,0,,,,
1224,2020,1007430077,Atlantic Theater Company,,,Main Stage Theater Lighting System,Cultural Organization,"356 West 20th Street
New York, NY 10011",,,"$74,000",74000,40.74423,-74.00225,3,104
462,2017,1007440020,Atlantic Theater Company,,,LGT Roof & Windows Replacement,Cultural Organization,"333 West 20th Street, New York, NY 10011",,,100000,100000,40.74389,-74.00092,3,104
214,2015,1007440024,P.S. 011 William T. Harris,02M011,M011,Playground Safety Resurfacing,Public School,"320 W 21st Street, New York, NY 10011",,,"$68,000",68000,40.74435,-74.00025,3,104
1337,2020,1007440024,P.S. 011 William T. Harris,02M011,M011,Playground Upgrade,Public School,"320 West 21st Street 
New York, NY 10016",,,"$152,000",152000,40.74405,-74.00074,3,104
1082,2019,1007440024,P.S. 011 William T. Harris ?,02M011,M011,Making Pool Greener: Salt Water Conversion,Public School,"320 W. 21st St., New York, NY 10011",,,$0,0,40.74405,-74.00074,3,104
655,2018,1007590049,"Barrow Group, Inc.",,,Audio Equipment Upgrade,Social Services Organization,"312 West 36th
Street #4W, 10018",,,42000,42000,40.75376,-73.9932,3,104
1441,2020,1007590049,"The Tank, LTD",,,Office Computer System,Cultural Organization,312 West 36th Street First Floor New York NY 10018,,,"$45,000",45000,40.75358,-73.99328,3,104
185,2015,1007600063,"Lotus Fine Arts Productions, Inc.",,,"Cultural Artist Video Archive
System",Cultural Organization,"336 West 37th Street, New York, NY 10018",,,"$60,000",60000,40.75457,-73.99324,3,104
738,2018,1007670068,Liberty High School Academy for Newcomers,02M550,M550,"Literacy Center/Publishing
Hub/Library",Public School,"250 W. 18th
Street, New York, NY, 10011",,,250000,250000,40.74166,-73.99931,3,104
1016,2019,1007670068,Liberty High School Academy for Newcomers,02M550,M550,Technology Upgrades,Public School,"250 W. 18th Street 
New York, NY 10011",,,"$100,000",100000,40.74182,-74.00024,3,104
771,2018,1007697506,"New York Live Arts, Inc.",,,Live Arts Lobby Renovation,Cultural Organization,"219 West 19th
Street, 10011",,,150000,150000,40.74198,-73.99822,3,104
1045,2019,1007697506,"New York Live Arts, Inc.",,,Live Arts Building Lobby Renovation,Cultural Organization,"219 W. 19th Street New York, NY",,,"$100,000",100000,40.74222,-73.9982,3,104
1046,2019,1007697506,"New York Live Arts, Inc.",,,Live Arts Lobby Renovation,Cultural Organization,219 W. 19th Street New York NY,,,"$100,000",100000,40.74222,-73.9982,3,104
1321,2020,1007697506,"New York Live Arts, Inc.",,,Lighting System,Cultural Organization,"219 West 19th Street New York, NY 10011",,,"$50,000",50000,40.74222,-73.9982,3,104
1053,2019,1007700017,Non-Traditional Employment for Women,,,Creating a 21st Century Construction Training Center for Women,Social Services Organization,"243 West 20th Street, New York, New York, 10011",,,$0,0,40.74315,-73.99872,3,104
433,2016,1007740019,The High School of Fashion Industries,02M600,M600,HVAC,Public School,"225 W 24th St, New York, NY 10011",,,500000,500000,40.74516,-73.99607,3,104
621,2017,1007740019,The High School of Fashion Industries,02M600,M600,Gymnasium Upgrade,Public School,225 West 24th Street,,,77000,77000,40.74516,-73.99607,3,104
876,2018,1007740019,The High School of Fashion Industries,02M600,M600,Cooling of M600 School Auditorium,Public School,"225 West 24th Street, New York, NY 10011",,,620000,620000,40.74516,-73.99607,3,104
1174,2019,1007740019,The High School of Fashion Industries,02M600,M600,Technology Upgrades,Public School,"225 W. 24th Street
New York, NY 10011",,,"$35,000",35000,40.74567,-73.99636,3,104
1429,2020,1007740019,The High School of Fashion Industries,02M600,M600,Gymnasium Cooling System,Public School,"225 West 24th Street 
New York, NY 10011",,,"$229,000",229000,40.74567,-73.99636,3,104
1172,2019,1007760040,The Fashion Institute of Technology,,,Goodman Center: Local Law 11 Repairs,College,"282 Seventh Avenue, New York, NY, 10001",,,"$100,000",100000,40.74641,-73.99437,3,105
1171,2019,1007760040,The Fashion Institute of Technology,,,Goodman Center Local Law 11 Repairs,College,"282 Seventh Ave. New York, NY 10001",,,"$100,000",100000,40.74641,-73.99437,3,105
132,2014,1007770018,The Fashion Institute of Technology,,,Fire Alarm System Project,College,227 West 27th Street,"$500,000.00",500000,0,0,40.74703,-73.99476,3,105
429,2016,1007770018,The Fashion Institute of Technology,,,Computer Animation Lab,College,"227 W 27th St, New York, NY 10001",,,40000,40000,40.74703,-73.99476,3,105
617,2017,1007770018,The Fashion Institute of Technology,,,School of Graduate Studies Renovation,College,"Marvin Feldman Center, Suite C-908 227 West 27th Street",,,150000,150000,40.74703,-73.99476,3,105
871,2018,1007770018,The Fashion Institute of Technology,,,Green Roof—Business and Liberal Arts Center,College,"227 West 27th Street, New York, NY 10001",,,100000,100000,40.74703,-73.99476,3,105
1425,2020,1007770018,The Fashion Institute of Technology,,,Health Services Center Renovation,College,227 West 27th Street New York 10001,,,"$100,000",100000,40.74728,-73.99475,3,105
1075,2019,1007780043,OPERA America,,,Onstage at the Opera Center,Cultural Organization,"330 Seventh Avenue New York, NY",,,"$2,000.00",2000,40.74775,-73.99334,3,105
936,2019,1007790017,CREATE in Chinatown,,,Marketing Campaign for Chinatown Arts Week through HowToChinatown.NYC,Cultural Organization,"231 West 29th St, Suite 602 New York, NY",,,"$2,000.00",2000,40.74866,-73.99423,3,105
752,2018,1007790017,"Manhattan Class Company, Inc",,,MCC Theater Moveable Equipment,Cultural Organization,"231 West 29th
Street, Suite 303,
10001",,,425000,425000,40.7483,-73.99394,3,105
82,2014,1007800071,New York Restoration Project,,,Peter J. Sharp Boathouse Repair Project,Park,"254 West 31st Street,    10th Fl","* 250,000.00",250000,257000,257000,40.74973,-73.99353,3,105
117,2014,1007850011,"Quality Services for the Autism Community, Inc. (QSAC)",,,Vehicle Purchase Project,Social Services Organization,"253 West 35th Street, 16th Fl.","* 39,315.00",39315,0,0,40.75229,-73.99161,3,105
232,2015,1007850011,"Quality Services for the Autism Community, Inc. (QSAC)",,,Purchase of a Passenger Van,Social Services Organization,"253 West 35th Street, 14th Floor, New
York, NY 10001",,,"$41,000",41000,40.75229,-73.99161,3,105
46,2014,1007880037,"Fashion Center Business Improvement District (Fashion Center DMA, Inc.)",,,Garment District Lamppost Unification and Modernization Project,Non Profit,209 West 38th Street,"* 575,250.00",575250,225000,225000,40.75377,-73.98937,3,105
45,2014,1007880037,"Fashion Center Business Improvement District (Fashion Center DMA, Inc.)",,,Fashion Center Information Kiosk Renovation Project,Non Profit,209 West 38th Street,"* 309,275.00",309275,0,0,40.75377,-73.98937,3,105
847,2018,1007890021,Roundabout Theatre Company,,,American Airlines Induction Loop Project,Cultural Organization,"239 West 39th Street Suite 1200, 10018",,,100000,100000,40.75464,-73.98953,3,105
116,2014,1007910016,"Puerto Rican Family Institute, Inc.",,,Building Renovation Project,Social Services Organization,145 West 15th Street,"* 1,000,000.00",1000000,0,0,40.73861,-73.99765,3,104
321,2016,1007977503,Irish Repertory Theatre,,,Theatre Renovation,Cultural Organization,132 West 22nd Street,,,62000,62000,40.74268,-73.99437,3,104
1319,2020,1008060006,"New York Lawyers for the Public Interest, Inc.",,,NYLPI Initial Outfitting,Social Services Organization,"151 West 30th Street 11th Floor New York, NY 10001",,,"$125,000",125000,40.74843,-73.99182,3,105
969,2019,1008220031,"Flatiron 23rd Street Partnership District Management Association, Inc.",,,Flatiron District City Lights Installation - Phase 2,Non Profit,"Fifth Avenue, New York, NY, 10010, Madison Avenue, New York, NY, 10010, Park Avenue South, New York, NY 10010, Lexington Avenue, New York, NY 10010",,,$0,0,40.74003,-73.9914,3,105
1019,2019,1008220031,Madison Square Park Conservancy,,,ETERNAL LIGHT FLAGSTAFF LANDSCAPE RENOVATION,Park,"24th Street and Fifth Avenue, New York, NY, 10010",,,"$150,000",150000,40.74003,-73.9914,3,105
1074,2019,1008270049,"Open House New York, Inc.",,,2019 Open House New York Weekend,Cultural Organization,"1133 Broadway #802 New York, New York",,,"$2,000.00",2000,40.74369,-73.98929,3,105
1419,2020,1008280064,"The Center for Book Arts, Inc.",,,Color Digital Duplicator,Cultural Organization,"28 West 27th Street 3rd Floor New York, NY 10001",,,"$60,000",60000,40.74474,-73.98993,3,105
152,2015,1008360007,"AIDS Service Center of Lower Manhattan, Inc.",,,Initial Outfitting for New Office,Social Services Organization,"62-64 West 35 Street, New York, NY 10001",,,"$50,000",50000,40.74997,-73.98616,4,105
1213,2019,1008360010,Winter Film Awards Inc,,,Winter Film Awards International Film Festival,Cultural Organization,"31 West 34th Street, 8th Floor New York, NY",,,"$2,000.00",2000,40.74963,-73.98632,4,105
841,2018,1008370058,"Publicolor, Inc.",,,Passenger and Delivery Van,Cultural Organization,66 Sands Street 11201 (Vehicle Parking),,,50000,50000,40.75016,-73.98492,4,105
1421,2020,1008420034,The Clinton School,02M260,M260,Technology Upgrade,Public School,"10 East 15th Street 
New York, NY 10003",,,"$75,000",75000,40.73611,-73.99236,2,105
11,2014,1008487502,"Ballet Tech Foundation, Inc.",,,Roof Renovation Project,Cultural Organization,890 Broadway,"* 300,000.00",300000,0,0,40.73859,-73.98991,2,105
916,2019,1008487502,"Ballet Tech Foundation, Inc.",,,Windows Replacement,Cultural Organization,"890 Broadway New York, NY 10003",,,"$150,000",150000,40.73854,-73.98949,2,105
917,2019,1008487502,"Ballet Tech Foundation, Inc.",,,Window Replacement at 890 Broadway,Cultural Organization,"890 Broadway New York, NY 10003",,,"$150,000",150000,40.73854,-73.98949,2,105
750,2018,1008520001,Madison Square Park,,,Eternal Light Flagstaff Renovation,Park,"24th Street and Fifth Avenue, New York, NY, 10010",,,200000,200000,40.74218,-73.98904,2,105
1020,2019,1008547501,Madison Square Park Conservancy,,,Eternal Light Flagstaff Landscape Renovation,Park,"11 Madison Avenue 
New York, NY 10010",,,"$150,000",150000,40.74151,-73.98648,2,105
14,2014,1008550016,Baruch College Campus High School,02M411,M411,BCCHS Multi-purpose Room Conversion,Public School,55 East 25th Street,"* 400,000.00",400000,200000,200000,40.74193,-73.98652,2,105
270,2016,1008550016,Baruch College Campus High School,02M411,M411,Gymnasium Upgrade,Public School,"55 E 25th St, New York, NY 10010",,,100000,100000,40.74193,-73.98652,2,105
656,2018,1008550016,Baruch College Campus High School,02M411,M411,Classroom Furniture Upgrade,Public School,"55 East 25th St, New York, NY 10010",,,63000,63000,40.74193,-73.98652,2,105
918,2019,1008550016,Baruch College Campus High School,02M411,M411,Technology Upgrades,Public School,"55 East 25th Street New York, NY 10010",,,"$100,000",100000,40.74187,-73.98586,2,105
1227,2020,1008550016,Baruch College Campus High School,02M411,M411,Technology Upgrade,Public School,"55 East 25th Street 
New York, NY 10010",,,"$75,000",75000,40.74187,-73.98586,2,105
400,2016,1008610057,Publicolor,,,Computer Lab,Park,"149 Madison Avenue, #1201",,,52000,52000,40.74633,-73.98399,2,105
22,2014,1008610072,"City Harvest, Inc.",,,Purchase of a 14-foot hybrid refrigerated truck.,Social Services Organization,"6 East 32nd Street, 5th Fl.","* 91,489.00",91489,94000,94000,40.74696,-73.98506,4,105
32,2014,1008647502,CUNY The Graduate Center,,,Audio Visual Technology Upgrade for Large-group Venues.,College,365 5th Avenue,"* 200,000.00",200000,200000,200000,40.74882,-73.98427,4,105
